"row_ID","Life History stage","Taxon","Habitat","Phylum","Class","Family","Genus","Species","Name","ta_high","ta_low","acclim_window","Proximity of high acclimation temperature to CTMax/ °C","Source","tc_high","ARR","Acclimation duration/ days","collection_latitude","Longitude of collection/ °","Metric","heating_rate","Absolute latitude/°","Latitudinal bin","Mid Bin Latitude/ °","Hemisphere","Absolute northern distribution limit/ °","Absolute southern distribution limit/ °","Minimum hemisphere limit/ °","Maximum hemisphere limit/ °","Latitudinal range size/°","mid latitude/ °","Mean environmental temperature/ °C","Maximum environmental temperature/ °C","CTMax now/ °C","Thermal safety margin/ °C","Time until loss of thermal safety without acclimation, RCP4.5/ years","Time until loss of thermal safety without acclimation, RCP8.5/ years","Time gained until loss of thermal safety with acclimation, RCP4.5/ years","Time gained until loss of thermal safety with acclimation, RCP8.5/ years","% increase in thermal safety (years) gained due to acclimation capacity","Error checked","Reference","doi","Jstor stable ref","ref","url","tc_low","ht_low","ht_high","tau_a_low","tau_a_high","tau_c_low","tau_c_high","lambda","delta_tau_low","delta_tau_high","delta_tr_low","delta_tr_high","delta_tau_high_hat","delta_tau_low_hat"
79,"adult","reptiles and amphibians","terrestrial","Chordata","Amphibia","Plethodontidae","Plethodon","cylindraceus","Plethodon cylindraceus",25,15,10,9.5,"wild",34.5,0.14,28,39,-75,"crit",60,39,"mid",37.5,"N",43,28.5,28.5,43,14.5,35.75,30.70000076,35.59999847,35.29800011,0,0,0,0,0,0,2017-02-13,"Elwood 2003",NA,NA,"PhD Thesis: Variation in hsp70 levels and thermotolerance among terrestrial salamanders of the Plethodon glutinosus complex, Drexel University",NA,33.1,18.1,9.5,0.0549148819330038,0.0915248032216731,0.121178839465495,0.126304228445909,0.219659527732015,0.0662639575324913,0.0347794252242358,3.19661612866817,2.62678982528659,0.0394884771078706,0.0601028911612132
80,"adult","reptiles and amphibians","terrestrial","Chordata","Amphibia","Plethodontidae","Plethodon","glutinosus","Plethodon glutinosus",25,15,10,9.2,"wild",34.2,0.08,28,36,-75,"crit",60,36,"mid",37.5,"N",43,28.5,28.5,43,14.5,35.75,29.5,34.90000153,34.56,0,0,0,0,0,0,2017-02-13,"Elwood 2003",NA,NA,"PhD Thesis: Variation in hsp70 levels and thermotolerance among terrestrial salamanders of the Plethodon glutinosus complex, Drexel University",NA,33.4,18.4,9.2,0.0549148819330038,0.0915248032216731,0.122277137104155,0.125205930807249,0.219659527732015,0.0673622551711514,0.0336811275855757,3.30793184691483,2.50344020063002,0.0403458863813209,0.0586315315348929
81,"adult","reptiles and amphibians","terrestrial","Chordata","Amphibia","Plethodontidae","Plethodon","glutinosus","Plethodon glutinosus",25,15,10,9.6,"wild",34.6,0.13,28,38,-82,"crit",60,38,"mid",37.5,"N",43,28.5,28.5,43,14.5,35.75,29.20000076,35.20000076,35.1460001,0,0,0,0,0,0,2017-02-13,"Elwood 2003",NA,NA,"PhD Thesis: Variation in hsp70 levels and thermotolerance among terrestrial salamanders of the Plethodon glutinosus complex, Drexel University",NA,33.3,18.3,9.6,0.0549148819330038,0.0915248032216731,0.121911037891269,0.126670327658796,0.219659527732015,0.0669961559582647,0.0351455244371225,3.27047980677485,2.66867975856756,0.0400594988301766,0.0605902752380383
82,"adult","reptiles and amphibians","terrestrial","Chordata","Amphibia","Plethodontidae","Plethodon","glutinosus","Plethodon glutinosus",25,15,10,9.5,"wild",34.5,0.2,28,40,-79,"crit",60,40,"mid",37.5,"N",43,28.5,28.5,43,14.5,35.75,27.70000076,32.79999924,35.04000015,2.240000916,102.8592349,62.26534081,20.57184698,12.45306816,17,2017-02-13,"Elwood 2003",NA,NA,"PhD Thesis: Variation in hsp70 levels and thermotolerance among terrestrial salamanders of the Plethodon glutinosus complex, Drexel University",NA,32.5,17.5,9.5,0.0549148819330038,0.0915248032216731,0.118982244188175,0.126304228445909,0.219659527732015,0.0640673622551712,0.0347794252242358,2.98311940464102,2.62678982528659,0.0377896593845702,0.0601028911612132
83,"adult","reptiles and amphibians","terrestrial","Chordata","Amphibia","Plethodontidae","Plethodon","grobmani","Plethodon grobmani",25,15,10,9.5,"wild",34.5,0.27,28,30,-84,"crit",60,30,"mid",37.5,"N",32,28,28,32,4,34,32.40000153,39.59999847,36.49800041,0,0,0,0,0,0,2017-04-10,"Elwood 2003",NA,NA,"PhD Thesis: Variation in hsp70 levels and thermotolerance among terrestrial salamanders of the Plethodon glutinosus complex, Drexel University",NA,31.8,16.8,9.5,0.0549148819330038,0.0915248032216731,0.116419549697968,0.126304228445909,0.219659527732015,0.0615046677649643,0.0347794252242358,2.74868844162605,2.62678982528659,0.0358354101691094,0.0601028911612132
84,"adult","reptiles and amphibians","terrestrial","Chordata","Amphibia","Plethodontidae","Plethodon","ocmulgee","Plethodon ocmulgee",25,15,10,9.8,"wild",34.8,0.19,28,32,-83,"crit",60,32,"mid",37.5,"N",33,30,30,43,3,31.5,33.5,40,36.415,0,0,0,0,0,0,2017-04-10,"Elwood 2003",NA,NA,"PhD Thesis: Variation in hsp70 levels and thermotolerance among terrestrial salamanders of the Plethodon glutinosus complex, Drexel University",NA,32.9,17.9,9.8,0.0549148819330038,0.0915248032216731,0.120446641039722,0.127402526084569,0.219659527732015,0.0655317591067179,0.0358777228628958,3.12411826121588,2.75364155088443,0.0389198136465747,0.0615605807185085
85,"adult","reptiles and amphibians","terrestrial","Chordata","Amphibia","Plethodontidae","Plethodon","variolatus","Plethodon variolatus",25,15,10,9.2,"wild",34.2,0.22,28,33,-80,"crit",60,33,"mid",37.5,"N",33,32,32,33,32.5,33,34.09999847,39.59999847,36.20199966,0,0,0,0,0,0,2017-04-10,"Elwood 2003",NA,NA,"PhD Thesis: Variation in hsp70 levels and thermotolerance among terrestrial salamanders of the Plethodon glutinosus complex, Drexel University",NA,32,17,9.2,0.0549148819330038,0.0915248032216731,0.117151748123742,0.125205930807249,0.219659527732015,0.0622368661907377,0.0336811275855757,2.81411346589565,2.50344020063002,0.0363906668832336,0.0586315315348929
86,"adult","fish","freshwater","Chordata","Actinopterygii","Poeciliidae","Poecilia","sphenops","Poecilia sphenops",35,25,10,8,"wild",43,0.15,30,17,-96,"crit",60,17,"low",12.5,"N",42,5,5,42,37,23,23.7,23.7,41.155,17.455,625.6386505,377.5821663,93.84579758,56.63732494,13,2017-04-11,"Hernandez & Buckle 2002","doi: 10.1016/S0306-4565(01)00008-0",NA,NA,NA,41.5,16.5,8,0.0915248032216731,0.128134724510342,0.151931173347977,0.157422661541278,0.219659527732015,0.0604063701263042,0.0292879370309354,6.74514691575149,5.19504256237801,0.0350072509327503,0.0525955662944818
87,"juvenile","fish","freshwater","Chordata","Actinopterygii","Cyprinidae","Pogonichthys","macrolepidotus","Pogonichthys macrolepidotus",17,12,5,15,"wild",32,0.24,7,38.3,-121.6,"crit",60,38,"mid",37.5,"N",41,37,37,41,4,39,33.5,33.5,35.96,2.46,119.1647075,71.82204215,28.59952981,17.23729012,19,2017-04-15,"Young&Cech1996",NA,NA,"Trans Am Fish Soc 125: 664-678",NA,30.8,18.8,15,0.0439319055464031,0.0622368661907377,0.112758557569101,0.117151748123742,0.219659527732015,0.0688266520226982,0.0549148819330038,2.61608483714903,2.66553195720323,0.0543627640144443,0.0694351248442497
88,"adult","fish","freshwater","Chordata","Actinopterygii","Cyprinidae","Pogonichthys","macrolepidotus","Pogonichthys macrolepidotus",17,12,5,12,"wild",29,1.42,7,38.3,-121.6,"crit",60,38,"mid",37.5,"N",41,37,37,41,4,39,33.5,33.5,52.43,18.93,916.9869567,552.6793731,1302.121479,784.8047098,59,2017-04-15,"Young&Cech1996",NA,NA,"Trans Am Fish Soc 125: 664-678",NA,21.9,9.9,12,0.0439319055464031,0.0622368661907377,0.0801757276221856,0.106168771737141,0.219659527732015,0.0362438220757825,0.0439319055464031,0.831340117797518,1.8015466933273,0.026251975509832,0.0571469915715018
89,"adult","reptiles and amphibians","terrestrial","Chordata","Amphibia","Myobatrachidae","Pseudophryne","bibroni","Pseudophryne bibroni",20,5,15,15,"wild",35,0.173333333,12,-37,148,"crit",60,37,"mid",37.5,"S",-15.4,-41.4,15.4,41.4,26,28.4,22.29999924,29,35.39866653,6.398666534,338.5707264,200.1848503,58.68559246,34.69870732,15,2017-04-09,"Brattstrom 1970","doi: 10.1016/0010-406x(70) 90915-1",NA,NA,NA,32.400000005,27.400000005,15,0.0183049606443346,0.0732198425773385,0.118616144993593,0.128134724510342,0.219659527732015,0.100311184349259,0.0549148819330038,3.38800315821692,3.52670687836778,0.0537349533080253,0.101765439590034
90,"adult","reptiles and amphibians","terrestrial","Chordata","Amphibia","Myobatrachidae","Pseudophryne","bibroni","Pseudophryne bibroni",25,5,20,11.2,"wild",36.2,0.285,12,-34,148,"crit",60,34,"mid",37.5,"S",-15.4,-41.4,15.4,41.4,26,28.4,30.89999962,38.59999847,37.88149989,0,0,0,0,0,0,2017-04-09,"Brattstrom 1970","doi: 10.1016/0010-406x(70) 90915-1",NA,NA,NA,30.5,25.5,11.2,0.0183049606443346,0.0915248032216731,0.111660259930441,0.132527915064983,0.219659527732015,0.0933552992861066,0.0410031118433095,2.79125357923141,3.39492055993026,0.0361975489152265,0.10038500218274
91,"adult","reptiles and amphibians","terrestrial","Chordata","Amphibia","Myobatrachidae","Pseudophryne","corroboree","Pseudophryne corroboree",25,5,20,10.2,"wild",35.2,0.16,12,-37,148,"crit",60,37,"mid",37.5,"S",-35.4,-36.5,35.4,36.5,1.1,35.95,22.29999924,29,34.76799988,5.767999878,305.2004504,180.4541909,48.83207207,28.87267054,14,2017-04-09,"Brattstrom 1970","doi: 10.1016/0010-406x(70) 90915-1",NA,NA,NA,32,27,10.2,0.0183049606443346,0.0915248032216731,0.117151748123742,0.128866922936116,0.219659527732015,0.0988467874794069,0.0373421197144426,3.25343219805441,2.92839715779861,0.039928443857007,0.0950664976208461
92,"adult","reptiles and amphibians","terrestrial","Chordata","Amphibia","Bufonidae","Pternohyla","fodiens","pternohyla fodiens",30,23,7,9.5,"wild",39.5,0.114285714,17,22,-105,"crit",60,22,"low",12.5,"N",32,20,20,32,12,26,29.29999924,36,39.41999991,3.419999913,112.8015483,67.80795079,12.89160549,7.749480071,10,2017-02-18,"Brattstrom 1968","doi: 10.1016/0010-406X(68)90961-4",NA,NA,NA,38.700000002,15.700000002,9.5,0.0842028189639392,0.109829763866008,0.141680395394472,0.144609189090243,0.219659527732015,0.0574775764305327,0.0347794252242358,5.08421955039915,4.18858928475973,0.0394249614086188,0.0517673966396701
93,"adult","reptiles and amphibians","terrestrial","Chordata","Amphibia","Ranidae","Rana","catesbeiana","Rana catesbeiana",23,5,18,10.60000001,"wild",33.60000001,0.105555556,17,42,-73,"crit",60,42,"mid",37.5,"N",49.1,18.5,18.5,49.1,30.6,33.8,27.39999962,31.89999962,34.06444442,2.164444798,86.62454139,53.37191035,9.14370163,5.633701672,10,2017-02-13,"Brattstrom 1968","doi: 10.1016/0010-406X(68)90961-4",NA,NA,NA,31.700000002,26.700000002,10.60000001,0.0183049606443346,0.0842028189639392,0.116053450492403,0.123009335566539,0.219659527732015,0.0977484898480689,0.0388065166025993,3.15574973461992,2.58033080595515,0.0439493169221242,0.0905686131051985
94,"adult","reptiles and amphibians","terrestrial","Chordata","Amphibia","Ranidae","Rana","catesbeiana","Rana catesbeiana",25,15,10,13,"wild",38,0.05,7,39,-95,"crit",60,39,"mid",37.5,"N",49.1,18.5,18.5,49.1,30.6,33.8,32.79999924,38.20000076,38.38999996,0.189999199,9.203739423,5.547207512,0.460186971,0.277360376,5,2017-02-13,"Lotshaw, 1977","doi: 10.1016/0300-9629(77)90239-0",NA,NA,NA,37.5,22.5,13,0.0549148819330038,0.0915248032216731,0.13728720483251,0.139117700896943,0.219659527732015,0.0823723228995058,0.04759289767527,5.18730679768095,4.35264091094446,0.0525524115866751,0.0764008969769738
95,"juvenile","reptiles and amphibians","freshwater","Chordata","Amphibia","Ranidae","Rana","catesbeiana","Rana catesbeiana",25,15,10,14.29,"wild",39.29,0.148,14,39,-84,"crit",60,39,"mid",37.5,"N",49.1,18.5,18.5,49.1,30.6,33.8,29.2,29.2,39.9116,10.7116,518.8799517,312.7353604,76.79423285,46.28483334,13,2017-02-13,"Menke and Claussen 1982","doi: 10.1016/0306-4565(82)90027-4",NA,NA,NA,37.81,22.81,14.29,0.0549148819330038,0.0915248032216731,0.138422112392458,0.143840380743181,0.219659527732015,0.0835072304594545,0.0523155775215083,5.36081735048541,5.14500390261966,0.053509128284594,0.0820905752276782
96,"adult","reptiles and amphibians","terrestrial","Chordata","Amphibia","Ranidae","Rana","clamitans","Rana clamitans",23,5,18,11.99999999,"wild",34.99999999,0.283333333,17,42,-83,"crit",60,42,"mid",37.5,"N",54,0,0,54,54,27,26.89999962,31.89999962,36.10499988,4.205000262,168.2908336,103.6888985,47.68240278,29.37852121,22,2017-02-18,"Brattstrom 1968","doi: 10.1016/0010-406X(68)90961-4",NA,NA,NA,29.899999996,24.899999996,11.99999999,0.0183049606443346,0.0842028189639392,0.109463664638477,0.128134724473732,0.219659527732015,0.0911587039941424,0.0439319055097932,2.62375267987341,3.15367158172189,0.0392190091527065,0.0977247867239024
97,"adult","reptiles and amphibians","terrestrial","Chordata","Amphibia","Ranidae","Liothobates","palustris","Rana palustris",23,5,18,8.29999999,"wild",31.29999999,0.094444444,17,42,-88,"crit",60,42,"mid",37.5,"N",47,30.9,30.9,47,16.1,38.95,28.29999924,33.40000153,31.80055547,0,0,0,0,0,0,2017-02-18,"Brattstrom 1968","doi: 10.1016/0010-406X(68)90961-4",NA,NA,NA,29.599999998,24.599999998,8.29999999,0.0183049606443346,0.0842028189639392,0.108365367007139,0.114589053596925,0.219659527732015,0.0900604063628043,0.0303862346329855,2.54345430174346,1.78680797324364,0.0384527644246277,0.0778465458332896
98,"adult","reptiles and amphibians","terrestrial","Chordata","Amphibia","Ranidae","Rana","pipiens","Rana pipiens",30,23,7,5.4,"wild",35.4,0.183333333,17,45,-79,"crit",60,45,"mid",37.5,"N",61.4,8.8,8.8,61.4,52.6,35.1,24.89999962,29.70000076,34.46499993,4.764999169,199.6749339,121.7307068,36.60707114,22.3172962,15,2017-02-18,"Brattstrom 1968","doi: 10.1016/0010-406X(68)90961-4",NA,NA,NA,34.116666669,11.116666669,5.4,0.0842028189639392,0.109829763866008,0.124900848138386,0.129599121361889,0.219659527732015,0.0406980291744463,0.0197693574958814,2.78325245866315,1.92357776657351,0.0261596967661004,0.0319725458118504
99,"adult","reptiles and amphibians","terrestrial","Chordata","Amphibia","Ranidae","Rana","sylvatica","Rana sylvatica",23,7,16,11,"wild",34,0.05,7,39,-84,"crit",60,39,"mid",37.5,"N",68.8,29,29,68.8,39.8,48.9,29.10000038,34.59999847,34.30500002,0,0,0,0,0,0,2017-02-13,"Lotshaw, 1977","doi: 10.1016/0300-9629(77)90239-0",NA,NA,NA,33.2,26.2,11,0.0256269449020685,0.0842028189639392,0.121544938678382,0.124473732381475,0.219659527732015,0.0959179937763134,0.0402709134175362,3.6142584601117,2.73657249295785,0.0476134259893967,0.0860811732398058
100,"adult","reptiles and amphibians","terrestrial","Chordata","Amphibia","Ranidae","Rana","sylvatica","Rana sylvatica",27,15,12,7.9,"wild",34.9,0.06,7,47,-95,"crit",60,47,"mid",37.5,"N",68.8,29,29,68.8,39.8,48.9,27,31.29999924,34.9,3.600000763,157.7602677,96.73588129,9.465616061,5.804152877,6,2017-02-13,"Lotshaw, 1977","doi: 10.1016/0300-9629(77)90239-0",NA,NA,NA,34.18,19.18,7.9,0.0549148819330038,0.0988467874794069,0.125132710964671,0.127768625297456,0.219659527732015,0.0702178290316676,0.0289218378180487,3.61236848372818,2.41893149648211,0.0379050770166208,0.0575906510696208
101,"adult","reptiles and amphibians","terrestrial","Chordata","Amphibia","Bufonidae","Rhaebo","haematiticus","Rhaebo haematiticus",30,26,4,7.5,"wild",37.5,0.25,17,10,146,"crit",60,10,"low",12.5,"N",15,2.7,2.7,15,12.3,8.85,30.79999924,37.40000153,37.69999981,0.299998283,18.43504787,11.13037108,4.608761968,2.78259277,20,2017-02-18,"Brattstrom 1968","doi: 10.1016/0010-406X(68)90961-4",NA,NA,NA,36.5,10.5,7.5,0.09518579535054,0.109829763866008,0.133626212703643,0.13728720483251,0.219659527732015,0.0384404173531027,0.0274574409665019,3.36349359994789,2.97560325859878,0.0299506972065471,0.0355074833702484
102,"adult","reptiles and amphibians","terrestrial","Chordata","Amphibia","Bufonidae","Rhinella","marina","Rhinella marina",30,26,4,11.8,"wild",41.8,0.212,17,19,142,"crit",60,19,"low",12.5,"S",26,-34,34,26,60,-4,30.79999924,37.40000153,41.96959984,4.569598312,275.58705,166.3992977,58.42445461,35.27665111,17,2017-02-13,"Brattstrom 1968","doi: 10.1016/0010-406X(68)90961-4",NA,NA,NA,40.952,14.952,11.8,0.09518579535054,0.109829763866008,0.149924949661358,0.153029470986637,0.219659527732015,0.0547391543108182,0.0431997071206297,6.13700018517856,5.89425156366652,0.0442636383596714,0.0535541310271772
103,"juvenile","reptiles and amphibians","freshwater","Chordata","Amphibia","Bufonidae","Rhinella","marina","Rhinella marina",35,25,10,9.94444444,"wild",44.94444444,0.28444444,100,-27,153,"crit",60,27,"mid",37.5,"S",26,-34,34,26,60,-4,28.7,28.7,43.15244447,14.45244447,738.6288218,436.1428693,210.0988616,124.0584142,22,2017-02-13,"Floyd 1983","doi: 10.1016/0300-9629(83)90081-6",NA,NA,NA,42.10000004,17.10000004,9.94444444,0.0915248032216731,0.128134724510342,0.154127768771737,0.164541257331137,0.219659527732015,0.0626029655500641,0.0364065328207945,7.23962569539691,7.16006598823886,0.036669231470992,0.0622577397383686
104,"adult","aquatic invertebrates","freshwater","Arthropoda","Insecta","Corixidae","Sigara","lateralis","Sigara lateralis",15,10,5,30.8,"wild",45.8,0.04,3,37,-6,"crit",60,37,"mid",37.5,"N",60,36,36,60,24,48,32.9,32.9,46.516,13.616,620.2868798,373.261328,24.81147519,14.93045312,4,2017-02-10,"Coccia et al.2013","doi:10.1371/journal.pone.0063105",NA,NA,NA,45.6,35.6,30.8,0.0366099212886692,0.0549148819330038,0.166941241076332,0.167673439502105,0.219659527732015,0.130331319787662,0.112758557569101,12.1343302460413,12.1014917599252,0.112858874196793,0.130228848762043
105,"adult","reptiles and amphibians","terrestrial","Chordata","Amphibia","Bufonidae","Smilisca","baudinii","Smilisca baudinii",30,15,15,10.4,"wild",40.4,0.286666667,17,25,-107,"crit",60,25,"low",12.5,"N",29,9,9,29,20,19,34.09999847,40.20000076,41.5753329,1.375332134,45.42598775,26.94217395,13.0221165,7.723423207,22,2017-04-09,"Brattstrom 1968","doi: 10.1016/0010-406X(68)90961-4",NA,NA,NA,36.099999995,21.099999995,10.4,0.0549148819330038,0.109829763866008,0.132161815833791,0.147904082006224,0.219659527732015,0.0772469339007871,0.038074318140216,4.46331430416814,4.81280125077992,0.0362637568540353,0.0798047402752781
106,"adult","fish","marine","Chordata","Actinopterygii","Terapontidae","Therapon","jarbua","Therapon jarbua",35,25,10,8.75,"wild",43.75,0.225,4,11,79,"crit",60,11,"low",12.5,"N",32,-32,0,32,32,16,29.761,32.035,42.571225,10.536225,548.8611897,342.689865,123.4937677,77.10521962,18,2017-04-15,"Rajaguru, 2002","doi: 10.1016/S0306-4565(01)00026-2",NA,NA,NA,41.5,16.5,8.75,0.0915248032216731,0.128134724510342,0.151931173347977,0.160168405637928,0.219659527732015,0.0604063701263042,0.0320336811275856,6.74514691575149,5.91105723825294,0.0350072509327503,0.0563974094042472
107,"adult","reptiles and amphibians","terrestrial","Chordata","Reptilia","Xantusiidae","Xantusia","vigilis","Xantusia vigilis",30,20,10,13,"wild",43,0.25,50,34,-117,"crit",60,34,"mid",37.5,"N",38,23,23,38,15,30.5,25,30.5,41.75,11.25,397.5931518,237.5676666,99.39828796,59.39191664,20,2017-02-13,"Kaufmann and Bennett 1989",NA,NA,"Physiological Zoology 62(5): 1047-1058",NA,40.5,20.5,13,0.0732198425773385,0.109829763866008,0.14827018121911,0.157422661541278,0.219659527732015,0.0750503386417719,0.04759289767527,6.66662693233157,6.94057244492321,0.0464893704521925,0.0764008969769738
108,"adult","aquatic invertebrates","marine","Arthropoda","Malacostraca","Palaemonidae","Palaemonetes","varians","Palaemonetes varians",20,10,10,16,"wild",36,0.5,90,48,-1,"crit",55.2,48,"mid",37.5,"N",56,39,39,56,17,47.5,14.063,20.378,33.0315,12.6535,563.1464181,345.8373738,281.573209,172.9186869,33,2017-04-15,"Ravaux et al 2012","doi: 10.1007/s00360-012-0666-7",NA,NA,NA,31,21,16,0.0366099212886692,0.0732198425773385,0.113490755994875,0.131795716639209,0.202086765513454,0.0768808347062054,0.0585758740618708,3.00963099780772,4.33109110087247,0.0479867128241643,0.0894369741425977
109,"adult","reptiles and amphibians","terrestrial","Chordata","Amphibia","Plethodontidae","Plethodon","caddoensis","Plethodon caddoensis",25,15,10,10.7,"wild",35.7,0.15,7,34,-93,"crit",48,34,"mid",37.5,"N",34,34,34,34,0,34,33.5,40.20000076,36.975,0,0,0,0,0,0,2017-04-05,"Spotila 1972",NA,NA,"Ecol Mono 42(1) 95-125",NA,34.2,19.2,10.7,0.0549148819330038,0.0915248032216731,0.125205930807249,0.130697419000549,0.175727622185612,0.0702910488742449,0.0391726157788761,4.52558707063792,3.94527229143069,0.0426576225704779,0.0658576385029753
110,"adult","reptiles and amphibians","terrestrial","Chordata","Amphibia","Plethodontidae","Plethedon","glutinosus","Plethodon glutinosus",25,15,10,10.8,"wild",35.8,0.15,7,36,-93,"crit",48,36,"mid",37.5,"N",42,29,29,42,13,35.5,31.79999924,38,36.81999989,0,0,0,0,0,0,2017-04-05,"Spotila 1972",NA,NA,"Ecol Mono 42(1) 95-125",NA,34.3,19.3,10.8,0.0549148819330038,0.0915248032216731,0.125572030020135,0.131063518213436,0.175727622185612,0.0706571480871316,0.0395387149917628,4.57650387451607,4.00383941166382,0.0429491230568791,0.0663284966364521
111,"adult","reptiles and amphibians","terrestrial","Chordata","Amphibia","Plethodontidae","Plethodon","jordani","Plethodon jordani",25,15,10,10.8,"wild",35.8,0.15,7,36,-93,"crit",48,36,"mid",37.5,"N",36,35,35,36,1,35.5,31.79999924,38,36.81999989,0,0,0,0,0,0,2017-04-05,"Spotila 1972",NA,NA,"Ecol Mono 42(1) 95-125",NA,34.3,19.3,10.8,0.0549148819330038,0.0915248032216731,0.125572030020135,0.131063518213436,0.175727622185612,0.0706571480871316,0.0395387149917628,4.57650387451607,4.00383941166382,0.0429491230568791,0.0663284966364521
112,"adult","reptiles and amphibians","terrestrial","Chordata","Amphibia","Plethodontidae","Plethodon","ouachitae","Plethodon ouachitae",25,15,10,10,"wild",35,0.07,7,35,-93,"crit",48,35,"mid",37.5,"N",35,35,35,35,0,35,32.79999924,39.5,35.54599995,0,0,0,0,0,0,2017-04-05,"Spotila 1972",NA,NA,"Ecol Mono 42(1) 95-125",NA,34.3,19.3,10,0.0549148819330038,0.0915248032216731,0.125572030020135,0.128134724510342,0.175727622185612,0.0706571480871316,0.0366099212886692,4.57650387451607,3.55025495718381,0.0429491230568791,0.0625250863975023
113,"adult","reptiles and amphibians","terrestrial","Chordata","Amphibia","Plethodontidae","Plethodon","yonahlossee","Plethodon yonahlossee",25,15,10,10.2,"wild",35.2,0.15,7,36,-81,"crit",48,36,"mid",37.5,"N",37,35,35,37,2,36,31.5,37.29999924,36.175,0,0,0,0,0,0,2017-04-05,"Spotila 1972",NA,NA,"Ecol Mono 42(1) 95-125",NA,33.7,18.7,10.2,0.0549148819330038,0.0915248032216731,0.123375434742815,0.128866922936116,0.175727622185612,0.0684605528098115,0.0373421197144426,4.27801000436329,3.66049644724826,0.0412085190054252,0.0634839665520413
114,"adult","reptiles and amphibians","freshwater","Chordata","Amphibia","Ambystomatidae","Ambystoma","maculatum","Ambystoma maculatum",15,5,10,23.4,"wild",38.4,0.08,14,35.55,-91.62,"crit",45,36,"mid",37.5,"N",54,28,28,54,26,41,33.1,33.1,39.848,6.748,261.489725,157.3360753,20.919178,12.58688602,7,2017-04-05,"Sealander and West 1969",NA,"http://www.jstor.org/stable/3890956",NA,NA,37.6,32.6,23.4,0.0183049606443346,0.0549148819330038,0.137653304045396,0.14058209774849,0.164744645799012,0.119348343401062,0.085667215815486,7.57606557590905,7.60698882353758,0.0855254449905349,0.119500532134999
115,"adult","aquatic invertebrates","marine","Arthropoda","Malacostraca","Palaemonidae","Palaemon","crangon","Crangon crangon",25,15,10,9.4,"wild",34.4,0.11,7,50,4,"crit",45,50,"mid",37.5,"N",60,18,18,60,42,40,11.942,20.793,32.96362,12.17062,536.4633793,332.5432567,59.01097172,36.57975824,10,2017-04-14,"Magozzi & Calosi 2014","doi: 10.1111/gcb.12695",NA,NA,NA,33.3,18.3,9.4,0.0549148819330038,0.0915248032216731,0.121911037891269,0.125938129233022,0.164744645799012,0.0669961559582647,0.0344133260113491,4.36063974236646,3.44705198898886,0.0400594988301766,0.0596139885112077
116,"adult","reptiles and amphibians","terrestrial","Chordata","Amphibia","Plethodontidae","desmognathus","fuscus","Desmognathus fuscus",25,5,20,10,"wild",35,0.08,7,40,-85,"crit",45,40,"mid",37.5,"N",45,30,30,45,15,38,29.29999924,34.40000153,35.34399994,0.943998413,43.34772982,26.24033878,3.467818385,2.099227102,7,2017-04-14,"Layne and Claussen 1982",NA,NA,"J Therm Biol 7 29-33",NA,33.4,28.4,10,0.0183049606443346,0.0915248032216731,0.122277137104155,0.128134724510342,0.164744645799012,0.103972176459821,0.0366099212886692,4.99633410543146,3.78693862099606,0.0435578743587944,0.0939746752485642
117,"adult","reptiles and amphibians","terrestrial","Chordata","Amphibia","Plethodontidae","eurycea","bislineata","Eurycea bislineata",25,5,20,10.2,"wild",35.2,0.0985,7,40,-85,"crit",45,40,"mid",37.5,"N",54,30,30,54,24,42,29.29999924,34.40000153,35.62354992,1.223548399,56.1844646,34.01099415,5.534169763,3.350082924,9,2017-04-14,"Layne and Claussen 1982b",NA,NA,"J Therm Biol 7 29-33",NA,33.23,28.23,10.2,0.0183049606443346,0.0915248032216731,0.121654768442248,0.128866922936116,0.164744645799012,0.103349807797913,0.0373421197144426,4.91171905465041,3.90452954373148,0.043109827847884,0.0950664976208461
118,"adult","reptiles and amphibians","freshwater","Chordata","Amphibia","Plethodontidae","Eurycea","longicauda","Eurycea longicauda",15,5,10,22.2,"wild",37.6,0.08,14,36.11,-94.33,"crit",45,36,"mid",37.5,"N",42,30,30,42,12,36,32.2,32.2,37.544,5.344,243.4498447,146.4973955,19.47598758,11.71979164,7,2017-04-05,"Sealander and West 1969",NA,"http://www.jstor.org/stable/3890956","Herpetologica 25(2) 122-124",NA,36.8,31.8,22.6,0.0183049606443346,0.0549148819330038,0.134724510342303,0.137653304045396,0.164744645799012,0.116419549697968,0.0827384221123925,7.00374657053749,6.99030726636404,0.0828046361841749,0.116348077819701
119,"adult","reptiles and amphibians","freshwater","Chordata","Amphibia","Plethodontidae","Eurycea","lucifuga","Eurycea lucifuga",15,5,10,22.6,"wild",37.2,0.02,14,36.11,-94.33,"crit",45,36,"mid",37.5,"N",41,33,33,41,8,37,32.2,32.2,38.976,6.776,308.6856564,185.7534341,6.173713128,3.715068682,2,2017-04-05,"Sealander and West 1969",NA,"http://www.jstor.org/stable/3890956","Herpetologica 25(2) 122-124",NA,37,32,22.2,0.0183049606443346,0.0549148819330038,0.135456708768076,0.13618890719385,0.164744645799012,0.117151748123742,0.0812740252608457,7.14284591426764,6.69880748575077,0.0834834789641648,0.114764913693326
